Date,TimeOfDay,AppCategory,DailyUsage,SessionUsage,,daily usage: cumulative of session usage
11/6/2025,21,entertainment,93,10,,
11/6/2025,22,entertainment,111,18,,
11/6/2025,23,entertainment,111,0,,
11/6/2025,0,others,0,0,,
11/6/2025,1,others,0,0,,
11/6/2025,2,others,0,0,,
11/6/2025,3,others,0,0,,
11/6/2025,4,others,0,0,,
11/6/2025,5,others,0,0,,
11/6/2025,6,others,0,0,,
11/6/2025,7,others,0,0,,
11/6/2025,8,others,0,0,,
11/6/2025,9,others,0,0,,
11/6/2025,10,others,0,0,,
11/6/2025,11,others,0,0,,
11/6/2025,12,others,0,0,,
11/6/2025,13,others,0,0,,
11/6/2025,14,others,0,0,,
11/6/2025,15,others,0,0,,
11/6/2025,16,others,0,0,,
11/6/2025,17,others,0,0,,
11/6/2025,18,others,0,0,,
11/6/2025,19,others,32,32,,
11/6/2025,20,others,92,60,,
11/6/2025,21,others,92,0,,
11/6/2025,22,others,92,0,,
11/6/2025,23,others,92,0,,
11/7/2025,0,social,26,26,,
11/7/2025,1,social,39,13,,
11/7/2025,2,social,43,4,,
11/7/2025,3,social,43,0,,
11/7/2025,4,social,43,0,,
11/7/2025,5,social,43,0,,
11/7/2025,6,social,43,0,,
11/7/2025,7,social,43,0,,
11/7/2025,8,social,43,0,,
11/7/2025,9,social,71,28,,
11/7/2025,10,social,71,0,,
11/7/2025,11,social,80,9,,
11/7/2025,12,social,81,1,,
11/7/2025,13,social,89,8,,
11/7/2025,14,social,89,0,,
11/7/2025,15,social,89,0,,
11/7/2025,16,social,89,0,,
11/7/2025,17,social,103,14,,
11/7/2025,18,social,104,1,,
11/7/2025,19,social,104,0,,
11/7/2025,20,social,104,0,,
11/7/2025,21,social,104,0,,
11/7/2025,22,social,104,0,,
11/7/2025,23,social,104,0,,
11/7/2025,0,entertainment,0,0,,
11/7/2025,1,entertainment,7,7,,
11/7/2025,2,entertainment,14,7,,
11/7/2025,3,entertainment,27,13,,
11/7/2025,4,entertainment,27,0,,
11/7/2025,5,entertainment,27,0,,
11/7/2025,6,entertainment,27,0,,
11/7/2025,7,entertainment,27,0,,
11/7/2025,8,entertainment,31,4,,
11/7/2025,9,entertainment,42,11,,
11/7/2025,10,entertainment,43,1,,
11/7/2025,11,entertainment,48,5,,
11/7/2025,12,entertainment,78,30,,
11/7/2025,13,entertainment,102,24,,
11/7/2025,14,entertainment,111,9,,
11/7/2025,15,entertainment,115,4,,
11/7/2025,16,entertainment,128,13,,
11/7/2025,17,entertainment,153,25,,
11/7/2025,18,entertainment,155,2,,
11/7/2025,19,entertainment,155,0,,
11/7/2025,20,entertainment,155,0,,
11/7/2025,21,entertainment,155,0,,
11/7/2025,22,entertainment,155,0,,
11/7/2025,23,entertainment,155,0,,
11/7/2025,0,others,0,0,,
11/7/2025,1,others,0,0,,
11/7/2025,2,others,0,0,,
11/7/2025,3,others,0,0,,
11/7/2025,4,others,0,0,,
11/7/2025,5,others,0,0,,
11/7/2025,6,others,0,0,,
11/7/2025,7,others,8,8,,
11/7/2025,8,others,17,9,,
11/7/2025,9,others,17,0,,
11/7/2025,10,others,17,0,,
11/7/2025,11,others,17,0,,
11/7/2025,12,others,17,0,,
11/7/2025,13,others,17,0,,
11/7/2025,14,others,20,3,,
11/7/2025,15,others,53,33,,
11/7/2025,16,others,53,0,,
11/7/2025,17,others,53,0,,
11/7/2025,18,others,53,0,,
11/7/2025,19,others,78,25,,
11/7/2025,20,others,81,3,,
11/7/2025,21,others,85,4,,
11/7/2025,22,others,85,0,,
11/7/2025,23,others,85,0,,
11/8/2025,0,social,0,0,,
11/8/2025,1,social,6,6,,
11/8/2025,2,social,6,0,,
11/8/2025,3,social,6,0,,
11/8/2025,4,social,6,0,,
11/8/2025,5,social,6,0,,
11/8/2025,6,social,6,0,,
11/8/2025,7,social,6,0,,
11/8/2025,8,social,6,0,,
11/8/2025,9,social,6,0,,
11/8/2025,10,social,6,0,,
11/8/2025,11,social,7,1,,
11/8/2025,12,social,9,2,,
11/8/2025,13,social,13,4,,
11/8/2025,14,social,14,1,,
11/8/2025,15,social,19,5,,
11/8/2025,16,social,22,3,,
11/8/2025,17,social,27,5,,
11/8/2025,18,social,27,0,,
11/8/2025,19,social,30,3,,
11/8/2025,20,social,30,0,,
11/8/2025,21,social,40,10,,
11/8/2025,22,social,72,32,,
11/8/2025,23,social,72,0,,
11/8/2025,0,entertainment,5,5,,
11/8/2025,1,entertainment,9,4,,
11/8/2025,2,entertainment,9,0,,
11/8/2025,3,entertainment,9,0,,
11/8/2025,4,entertainment,9,0,,
11/8/2025,5,entertainment,9,0,,
11/8/2025,6,entertainment,9,0,,
11/8/2025,7,entertainment,36,27,,
11/8/2025,8,entertainment,39,3,,
11/8/2025,9,entertainment,53,14,,
11/8/2025,10,entertainment,58,5,,
11/8/2025,11,entertainment,58,0,,
11/8/2025,12,entertainment,61,3,,
11/8/2025,13,entertainment,68,7,,
11/8/2025,14,entertainment,79,11,,
11/8/2025,15,entertainment,82,3,,
11/8/2025,16,entertainment,107,25,,
11/8/2025,17,entertainment,108,1,,
11/8/2025,18,entertainment,120,12,,
11/8/2025,19,entertainment,130,10,,
11/8/2025,20,entertainment,156,26,,
11/8/2025,21,entertainment,169,13,,
11/8/2025,22,entertainment,201,32,,
11/8/2025,23,entertainment,216,15,,
11/8/2025,0,others,0,0,,
11/8/2025,1,others,0,0,,
11/8/2025,2,others,0,0,,
11/8/2025,3,others,0,0,,
11/8/2025,4,others,0,0,,
11/8/2025,5,others,49,49,,
11/8/2025,6,others,79,30,,
11/8/2025,7,others,79,0,,
11/8/2025,8,others,79,0,,
11/8/2025,9,others,79,0,,
11/8/2025,10,others,79,0,,
11/8/2025,11,others,79,0,,
11/8/2025,12,others,79,0,,
11/8/2025,13,others,79,0,,
11/8/2025,14,others,79,0,,
11/8/2025,15,others,79,0,,
11/8/2025,16,others,79,0,,
11/8/2025,17,others,79,0,,
11/8/2025,18,others,79,0,,
11/8/2025,19,others,79,0,,
11/8/2025,20,others,79,0,,
11/8/2025,21,others,79,0,,
11/8/2025,22,others,79,0,,
11/8/2025,23,others,79,0,,
11/9/2025,0,social,0,0,,
11/9/2025,1,social,0,0,,
11/9/2025,2,social,0,0,,
11/9/2025,3,social,0,0,,
11/9/2025,4,social,0,0,,
11/9/2025,5,social,0,0,,
11/9/2025,6,social,0,0,,
11/9/2025,7,social,0,0,,
11/9/2025,8,social,9,9,,
11/9/2025,9,social,9,0,,
11/9/2025,10,social,15,6,,
11/9/2025,11,social,17,2,,
11/9/2025,12,social,24,7,,
11/9/2025,13,social,32,8,,
11/9/2025,14,social,32,0,,
11/9/2025,15,social,32,0,,
11/9/2025,16,social,32,0,,
11/9/2025,17,social,33,1,,
11/9/2025,18,social,37,4,,
11/9/2025,19,social,97,60,,
11/9/2025,20,social,157,60,,
11/9/2025,21,social,214,57,,
11/9/2025,22,social,227,13,,
11/9/2025,23,social,232,5,,
11/9/2025,0,entertainment,18,18,,
11/9/2025,1,entertainment,18,0,,
11/9/2025,2,entertainment,18,0,,
11/9/2025,3,entertainment,18,0,,
11/9/2025,4,entertainment,18,0,,
11/9/2025,5,entertainment,18,0,,
11/9/2025,6,entertainment,18,0,,
11/9/2025,7,entertainment,18,0,,
11/9/2025,8,entertainment,37,19,,
11/9/2025,9,entertainment,40,3,,
11/9/2025,10,entertainment,73,33,,
11/9/2025,11,entertainment,83,10,,
11/9/2025,12,entertainment,89,6,,
11/9/2025,13,entertainment,98,9,,
11/9/2025,14,entertainment,141,43,,
11/9/2025,15,entertainment,142,1,,
11/9/2025,16,entertainment,144,2,,
11/9/2025,17,entertainment,186,42,,
11/9/2025,18,entertainment,186,0,,
11/9/2025,19,entertainment,186,0,,
11/9/2025,20,entertainment,186,0,,
11/9/2025,21,entertainment,186,0,,
11/9/2025,22,entertainment,188,2,,
11/9/2025,23,entertainment,230,42,,
11/9/2025,0,others,0,0,,
11/9/2025,1,others,0,0,,
11/9/2025,2,others,0,0,,
11/9/2025,3,others,0,0,,
11/9/2025,4,others,0,0,,
11/9/2025,5,others,0,0,,
11/9/2025,6,others,0,0,,
11/9/2025,7,others,0,0,,
11/9/2025,8,others,0,0,,
11/9/2025,9,others,0,0,,
11/9/2025,10,others,0,0,,
11/9/2025,11,others,0,0,,
11/9/2025,12,others,0,0,,
11/9/2025,13,others,0,0,,
11/9/2025,14,others,0,0,,
11/9/2025,15,others,0,0,,
11/9/2025,16,others,0,0,,
11/9/2025,17,others,0,0,,
11/9/2025,18,others,0,0,,
11/9/2025,19,others,0,0,,
11/9/2025,20,others,0,0,,
11/9/2025,21,others,0,0,,
11/9/2025,22,others,0,0,,
11/9/2025,23,others,0,0,,
11/10/2025,0,social,16,16,,
11/10/2025,1,social,16,0,,
11/10/2025,2,social,21,5,,
11/10/2025,3,social,21,0,,
11/10/2025,4,social,21,0,,
11/10/2025,5,social,21,0,,
11/10/2025,6,social,21,0,,
11/10/2025,7,social,21,0,,
11/10/2025,8,social,21,0,,
11/10/2025,9,social,21,0,,
11/10/2025,10,social,21,0,,
11/10/2025,11,social,21,0,,
11/10/2025,12,social,21,0,,
11/10/2025,13,social,35,14,,
11/10/2025,14,social,37,2,,
11/10/2025,15,social,45,8,,
11/10/2025,16,social,46,1,,
11/10/2025,17,social,46,0,,
11/10/2025,18,social,46,0,,
11/10/2025,19,social,50,4,,
11/10/2025,20,social,72,22,,
11/10/2025,21,social,72,0,,
11/10/2025,22,social,72,0,,
11/10/2025,23,social,72,0,,
11/10/2025,0,entertainment,9,9,,
11/10/2025,1,entertainment,9,0,,
11/10/2025,2,entertainment,23,14,,
11/10/2025,3,entertainment,26,3,,
11/10/2025,4,entertainment,26,0,,
11/10/2025,5,entertainment,26,0,,
11/10/2025,6,entertainment,26,0,,
11/10/2025,7,entertainment,26,0,,
11/10/2025,8,entertainment,44,18,,
11/10/2025,9,entertainment,55,11,,
11/10/2025,10,entertainment,95,40,,
11/10/2025,11,entertainment,132,37,,
11/10/2025,12,entertainment,132,0,,
11/10/2025,13,entertainment,135,3,,
11/10/2025,14,entertainment,137,2,,
11/10/2025,15,entertainment,158,21,,
11/10/2025,16,entertainment,160,2,,
11/10/2025,17,entertainment,161,1,,
11/10/2025,18,entertainment,174,13,,
11/10/2025,19,entertainment,177,3,,
11/10/2025,20,entertainment,186,9,,
11/10/2025,21,entertainment,206,20,,
11/10/2025,22,entertainment,206,0,,
11/10/2025,23,entertainment,206,0,,
11/10/2025,0,others,0,0,,
11/10/2025,1,others,0,0,,
11/10/2025,2,others,0,0,,
11/10/2025,3,others,0,0,,
11/10/2025,4,others,0,0,,
11/10/2025,5,others,0,0,,
11/10/2025,6,others,0,0,,
11/10/2025,7,others,0,0,,
11/10/2025,8,others,0,0,,
11/10/2025,9,others,3,3,,
11/10/2025,10,others,4,1,,
11/10/2025,11,others,4,0,,
11/10/2025,12,others,4,0,,
11/10/2025,13,others,4,0,,
11/10/2025,14,others,4,0,,
11/10/2025,15,others,4,0,,
11/10/2025,16,others,4,0,,
11/10/2025,17,others,10,6,,
11/10/2025,18,others,10,0,,
11/10/2025,19,others,10,0,,
11/10/2025,20,others,10,0,,
11/10/2025,21,others,10,0,,
11/10/2025,22,others,10,0,,
11/10/2025,23,others,10,0,,
11/11/2025,0,social,0,0,,
11/11/2025,1,social,0,0,,
11/11/2025,2,social,0,0,,
11/11/2025,3,social,0,0,,
11/11/2025,4,social,0,0,,
11/11/2025,5,social,0,0,,
11/11/2025,6,social,0,0,,
11/11/2025,7,social,0,0,,
11/11/2025,8,social,0,0,,
11/11/2025,9,social,16,16,,
11/11/2025,10,social,16,0,,
11/11/2025,11,social,24,8,,
11/11/2025,12,social,24,0,,
11/11/2025,13,social,28,4,,
11/11/2025,14,social,29,1,,
11/11/2025,15,social,29,0,,
11/11/2025,16,social,29,0,,
11/11/2025,17,social,29,0,,
11/11/2025,18,social,35,6,,
11/11/2025,19,social,43,8,,
11/11/2025,20,social,43,0,,
11/11/2025,21,social,43,0,,
11/11/2025,22,social,100,57,,
11/11/2025,23,social,134,34,,
11/11/2025,0,entertainment,0,0,,
11/11/2025,1,entertainment,0,0,,
11/11/2025,2,entertainment,0,0,,
11/11/2025,3,entertainment,0,0,,
11/11/2025,4,entertainment,0,0,,
11/11/2025,5,entertainment,0,0,,
11/11/2025,6,entertainment,17,17,,
11/11/2025,7,entertainment,62,45,,
11/11/2025,8,entertainment,82,20,,
11/11/2025,9,entertainment,91,9,,
11/11/2025,10,entertainment,149,58,,
11/11/2025,11,entertainment,201,52,,
11/11/2025,12,entertainment,201,0,,
11/11/2025,13,entertainment,228,27,,
11/11/2025,14,entertainment,235,7,,
11/11/2025,15,entertainment,257,22,,
11/11/2025,16,entertainment,281,24,,
11/11/2025,17,entertainment,307,26,,
11/11/2025,18,entertainment,307,0,,
11/11/2025,19,entertainment,311,4,,
11/11/2025,20,entertainment,335,24,,
11/11/2025,21,entertainment,335,0,,
11/11/2025,22,entertainment,336,1,,
11/11/2025,23,entertainment,355,19,,
11/11/2025,0,others,0,0,,
11/11/2025,1,others,0,0,,
11/11/2025,2,others,0,0,,
11/11/2025,3,others,0,0,,
11/11/2025,4,others,0,0,,
11/11/2025,5,others,0,0,,
11/11/2025,6,others,4,4,,
11/11/2025,7,others,4,0,,
11/11/2025,8,others,4,0,,
11/11/2025,9,others,4,0,,
11/11/2025,10,others,5,1,,
11/11/2025,11,others,5,0,,
11/11/2025,12,others,5,0,,
11/11/2025,13,others,5,0,,
11/11/2025,14,others,5,0,,
11/11/2025,15,others,5,0,,
11/11/2025,16,others,5,0,,
11/11/2025,17,others,5,0,,
11/11/2025,18,others,5,0,,
11/11/2025,19,others,5,0,,
11/11/2025,20,others,5,0,,
11/11/2025,21,others,5,0,,
11/11/2025,22,others,5,0,,
11/11/2025,23,others,5,0,,
11/12/2025,0,social,16,16,,
11/12/2025,1,social,16,0,,
11/12/2025,2,social,16,0,,
11/12/2025,3,social,16,0,,
11/12/2025,4,social,16,0,,
11/12/2025,5,social,16,0,,
11/12/2025,6,social,16,0,,
11/12/2025,7,social,16,0,,
11/12/2025,8,social,16,0,,
11/12/2025,9,social,16,0,,
11/12/2025,10,social,16,0,,
11/12/2025,11,social,17,1,,
11/12/2025,12,social,18,1,,
11/12/2025,13,social,29,11,,
11/12/2025,14,social,30,1,,
11/12/2025,15,social,30,0,,
11/12/2025,16,social,30,0,,
11/12/2025,17,social,36,6,,
11/12/2025,18,social,45,9,,
11/12/2025,19,social,45,0,,
11/12/2025,20,social,45,0,,
11/12/2025,21,social,45,0,,
11/12/2025,22,social,45,0,,
11/12/2025,23,social,45,0,,
11/12/2025,0,entertainment,8,8,,
11/12/2025,1,entertainment,8,0,,
11/12/2025,2,entertainment,8,0,,
11/12/2025,3,entertainment,8,0,,
11/12/2025,4,entertainment,13,5,,
11/12/2025,5,entertainment,13,0,,
11/12/2025,6,entertainment,13,0,,
11/12/2025,7,entertainment,29,16,,
11/12/2025,8,entertainment,65,36,,
11/12/2025,9,entertainment,87,22,,
11/12/2025,10,entertainment,104,17,,
11/12/2025,11,entertainment,114,10,,
11/12/2025,12,entertainment,137,23,,
11/12/2025,13,entertainment,146,9,,
11/12/2025,14,entertainment,148,2,,
11/12/2025,15,entertainment,148,0,,
11/12/2025,16,entertainment,148,0,,
11/12/2025,17,entertainment,150,2,,
11/12/2025,18,entertainment,150,0,,
11/12/2025,19,entertainment,150,0,,
11/12/2025,20,entertainment,150,0,,
11/12/2025,21,entertainment,165,15,,
11/12/2025,22,entertainment,190,25,,
11/12/2025,23,entertainment,200,10,,
11/12/2025,0,others,0,0,,
11/12/2025,1,others,0,0,,
11/12/2025,2,others,0,0,,
11/12/2025,3,others,0,0,,
11/12/2025,4,others,0,0,,
11/12/2025,5,others,24,24,,
11/12/2025,6,others,24,0,,
11/12/2025,7,others,24,0,,
11/12/2025,8,others,24,0,,
11/12/2025,9,others,24,0,,
11/12/2025,10,others,24,0,,
11/12/2025,11,others,24,0,,
11/12/2025,12,others,24,0,,
11/12/2025,13,others,24,0,,
11/12/2025,14,others,24,0,,
11/12/2025,15,others,24,0,,
11/12/2025,16,others,24,0,,
11/12/2025,17,others,29,5,,
11/12/2025,18,others,37,8,,
11/12/2025,19,others,37,0,,
11/12/2025,20,others,37,0,,
11/12/2025,21,others,37,0,,
11/12/2025,22,others,37,0,,
11/12/2025,23,others,37,0,,
11/13/2025,0,social,10,10,,
11/13/2025,1,social,10,0,,
11/13/2025,2,social,10,0,,
11/13/2025,3,social,10,0,,
11/13/2025,4,social,10,0,,
11/13/2025,5,social,10,0,,
11/13/2025,6,social,10,0,,
11/13/2025,7,social,10,0,,
11/13/2025,8,social,10,0,,
11/13/2025,9,social,10,0,,
11/13/2025,10,social,10,0,,
11/13/2025,11,social,10,0,,
11/13/2025,12,social,10,0,,
11/13/2025,13,social,10,0,,
11/13/2025,14,social,17,7,,
11/13/2025,15,social,19,2,,
11/13/2025,16,social,19,0,,
11/13/2025,17,social,19,0,,
11/13/2025,18,social,24,5,,
11/13/2025,19,social,24,0,,
11/13/2025,20,social,24,0,,
11/13/2025,21,social,24,0,,
11/13/2025,22,social,24,0,,
11/13/2025,23,social,24,0,,
11/13/2025,0,entertainment,25,25,,
11/13/2025,1,entertainment,27,2,,
11/13/2025,2,entertainment,27,0,,
11/13/2025,3,entertainment,27,0,,
11/13/2025,4,entertainment,27,0,,
11/13/2025,5,entertainment,27,0,,
11/13/2025,6,entertainment,27,0,,
11/13/2025,7,entertainment,27,0,,
11/13/2025,8,entertainment,46,19,,
11/13/2025,9,entertainment,54,8,,
11/13/2025,10,entertainment,68,14,,
11/13/2025,11,entertainment,98,30,,
11/13/2025,12,entertainment,98,0,,
11/13/2025,13,entertainment,134,36,,
11/13/2025,14,entertainment,157,23,,
11/13/2025,15,entertainment,157,0,,
11/13/2025,16,entertainment,188,31,,
11/13/2025,17,entertainment,213,25,,
11/13/2025,18,entertainment,213,0,,
11/13/2025,19,entertainment,213,0,,
11/13/2025,20,entertainment,227,14,,
11/13/2025,21,entertainment,231,4,,
11/13/2025,22,entertainment,232,1,,
11/13/2025,23,entertainment,267,35,,
11/13/2025,0,others,0,0,,
11/13/2025,1,others,8,8,,
11/13/2025,2,others,8,0,,
11/13/2025,3,others,8,0,,
11/13/2025,4,others,8,0,,
11/13/2025,5,others,8,0,,
11/13/2025,6,others,8,0,,
11/13/2025,7,others,8,0,,
11/13/2025,8,others,13,5,,
11/13/2025,9,others,13,0,,
11/13/2025,10,others,14,1,,
11/13/2025,11,others,14,0,,
11/13/2025,12,others,16,2,,
11/13/2025,13,others,18,2,,
11/13/2025,14,others,19,1,,
11/13/2025,15,others,22,3,,
11/13/2025,16,others,22,0,,
11/13/2025,17,others,22,0,,
11/13/2025,18,others,22,0,,
11/13/2025,19,others,23,1,,
11/13/2025,20,others,25,2,,
11/13/2025,21,others,59,34,,
11/13/2025,22,others,59,0,,
11/13/2025,23,others,59,0,,
11/14/2025,0,social,0,0,,
11/14/2025,1,social,0,0,,
11/14/2025,2,social,0,0,,
11/14/2025,3,social,0,0,,
11/14/2025,4,social,0,0,,
11/14/2025,5,social,0,0,,
11/14/2025,6,social,0,0,,
11/14/2025,7,social,0,0,,
11/14/2025,8,social,0,0,,
11/14/2025,9,social,0,0,,
11/14/2025,10,social,0,0,,
11/14/2025,11,social,0,0,,
11/14/2025,12,social,0,0,,
11/14/2025,13,social,8,8,,
11/14/2025,14,social,8,0,,
11/14/2025,15,social,8,0,,
11/14/2025,16,social,8,0,,
11/14/2025,17,social,8,0,,
11/14/2025,18,social,14,6,,
11/14/2025,19,social,14,0,,
11/14/2025,20,social,14,0,,
11/14/2025,21,social,14,0,,
11/14/2025,22,social,14,0,,
11/14/2025,23,social,14,0,,
11/14/2025,0,entertainment,8,8,,
11/14/2025,1,entertainment,16,8,,
11/14/2025,2,entertainment,17,1,,
11/14/2025,3,entertainment,17,0,,
11/14/2025,4,entertainment,17,0,,
11/14/2025,5,entertainment,17,0,,
11/14/2025,6,entertainment,17,0,,
11/14/2025,7,entertainment,24,7,,
11/14/2025,8,entertainment,34,10,,
11/14/2025,9,entertainment,36,2,,
11/14/2025,10,entertainment,62,26,,
11/14/2025,11,entertainment,89,27,,
11/14/2025,12,entertainment,100,11,,
11/14/2025,13,entertainment,100,0,,
11/14/2025,14,entertainment,100,0,,
11/14/2025,15,entertainment,100,0,,
11/14/2025,16,entertainment,100,0,,
11/14/2025,17,entertainment,102,2,,
11/14/2025,18,entertainment,118,16,,
11/14/2025,19,entertainment,132,14,,
11/14/2025,20,entertainment,156,24,,
11/14/2025,21,entertainment,156,0,,
11/14/2025,22,entertainment,157,1,,
11/14/2025,23,entertainment,183,26,,
11/14/2025,0,others,0,0,,
11/14/2025,1,others,0,0,,
11/14/2025,2,others,0,0,,
11/14/2025,3,others,0,0,,
11/14/2025,4,others,0,0,,
11/14/2025,5,others,0,0,,
11/14/2025,6,others,0,0,,
11/14/2025,7,others,25,25,,
11/14/2025,8,others,58,33,,
11/14/2025,9,others,58,0,,
11/14/2025,10,others,58,0,,
11/14/2025,11,others,58,0,,
11/14/2025,12,others,58,0,,
11/14/2025,13,others,58,0,,
11/14/2025,14,others,58,0,,
11/14/2025,15,others,58,0,,
11/14/2025,16,others,58,0,,
11/14/2025,17,others,58,0,,
11/14/2025,18,others,58,0,,
11/14/2025,19,others,58,0,,
11/14/2025,20,others,58,0,,
11/14/2025,21,others,58,0,,
11/14/2025,22,others,58,0,,
11/14/2025,23,others,58,0,,
11/15/2025,0,social,12,12,,
11/15/2025,1,social,12,0,,
11/15/2025,2,social,12,0,,
11/15/2025,3,social,27,15,,
11/15/2025,4,social,27,0,,
11/15/2025,5,social,27,0,,
11/15/2025,6,social,27,0,,
11/15/2025,7,social,27,0,,
11/15/2025,8,social,27,0,,
11/15/2025,9,social,27,0,,
11/15/2025,10,social,27,0,,
11/15/2025,11,social,27,0,,
11/15/2025,12,social,27,0,,
11/15/2025,13,social,27,0,,
11/15/2025,14,social,27,0,,
11/15/2025,15,social,27,0,,
11/15/2025,16,social,27,0,,
11/15/2025,17,social,27,0,,
11/15/2025,18,social,27,0,,
11/15/2025,19,social,27,0,,
11/15/2025,20,social,27,0,,
11/15/2025,21,social,27,0,,
11/15/2025,22,social,27,0,,
11/15/2025,23,social,27,0,,
11/15/2025,0,entertainment,48,48,,
11/15/2025,1,entertainment,85,37,,
11/15/2025,2,entertainment,85,0,,
11/15/2025,3,entertainment,117,32,,
11/15/2025,4,entertainment,117,0,,
11/15/2025,5,entertainment,117,0,,
11/15/2025,6,entertainment,117,0,,
11/15/2025,7,entertainment,117,0,,
11/15/2025,8,entertainment,117,0,,
11/15/2025,9,entertainment,118,1,,
11/15/2025,10,entertainment,142,24,,
11/15/2025,11,entertainment,149,7,,
11/15/2025,12,entertainment,168,19,,
11/15/2025,13,entertainment,185,17,,
11/15/2025,14,entertainment,191,6,,
11/15/2025,15,entertainment,233,42,,
11/15/2025,16,entertainment,241,8,,
11/15/2025,17,entertainment,241,0,,
11/15/2025,18,entertainment,241,0,,
11/15/2025,19,entertainment,241,0,,
11/15/2025,20,entertainment,241,0,,
11/15/2025,21,entertainment,241,0,,
11/15/2025,22,entertainment,241,0,,
11/15/2025,23,entertainment,241,0,,
11/15/2025,0,others,0,0,,
11/15/2025,1,others,0,0,,
11/15/2025,2,others,0,0,,
11/15/2025,3,others,0,0,,
11/15/2025,4,others,0,0,,
11/15/2025,5,others,0,0,,
11/15/2025,6,others,0,0,,
11/15/2025,7,others,0,0,,
11/15/2025,8,others,11,11,,
11/15/2025,9,others,49,38,,
11/15/2025,10,others,49,0,,
11/15/2025,11,others,49,0,,
11/15/2025,12,others,49,0,,
11/15/2025,13,others,49,0,,
11/15/2025,14,others,49,0,,
11/15/2025,15,others,76,27,,
11/15/2025,16,others,76,0,,
11/15/2025,17,others,76,0,,
11/15/2025,18,others,76,0,,
11/15/2025,19,others,76,0,,
11/15/2025,20,others,76,0,,
11/15/2025,21,others,76,0,,
11/15/2025,22,others,76,0,,
11/15/2025,23,others,76,0,,